language,signal,candidate,n_endfiller_true,n_endfiller_false,freq_in_true_group,freq_in_false_group,lift,already_in_lexicon
nor,endfiller_trailing_word,femte,142,330,1,0,70.42,False
nor,endfiller_trailing_word,island,142,330,1,0,70.42,False
nor,endfiller_trailing_word,lengste,142,330,1,0,70.42,False
nor,endfiller_trailing_word,er,142,330,1,0,70.42,True
nor,midfiller_word_frequency,altså,169,303,33,11,4.85,False
nor,midfiller_word_frequency,liksom,169,303,31,4,11.73,False
nor,midfiller_word_frequency,har,169,303,26,29,1.48,False
nor,midfiller_word_frequency,også,169,303,20,17,1.93,False
nor,midfiller_word_frequency,eller,169,303,13,12,1.76,False
nor,midfiller_word_frequency,kan,169,303,12,12,1.62,False
nor,midfiller_word_frequency,rundt,169,303,9,5,2.78,False
pol,endfiller_trailing_word,ale,186,314,29,0,1559.14,False
pol,endfiller_trailing_word,i,186,314,27,4,11.31,False
pol,endfiller_trailing_word,więc,186,314,17,0,913.98,False
pol,endfiller_trailing_word,bo,186,314,16,0,860.22,False
pol,endfiller_trailing_word,e,186,314,4,0,215.05,False
pol,endfiller_trailing_word,u,186,314,2,0,107.53,False
pol,endfiller_trailing_word,trak,186,314,1,0,53.76,False
pol,endfiller_trailing_word,dag,186,314,1,0,53.76,False
pol,endfiller_trailing_word,boboł,186,314,1,0,53.76,False
pol,endfiller_trailing_word,błąd,186,314,1,0,53.76,False
pol,endfiller_trailing_word,do,186,314,1,1,1.64,False
pol,endfiller_trailing_word,akademii,186,314,1,0,53.76,False
pol,endfiller_trailing_word,itaru,186,314,1,0,53.76,False
pol,endfiller_trailing_word,nasłonecznienie,186,314,1,0,53.76,False
pol,endfiller_trailing_word,alekiate,186,314,1,0,53.76,False
pol,midfiller_word_frequency,są,268,232,24,12,1.98,False
pol,midfiller_word_frequency,nie,268,232,19,9,2.07,False
pol,midfiller_word_frequency,po,268,232,12,9,1.31,False
pol,midfiller_word_frequency,jego,268,232,10,4,2.34,False
pol,midfiller_word_frequency,lub,268,232,10,4,2.34,False
pol,midfiller_word_frequency,także,268,232,9,4,2.11,False
pol,midfiller_word_frequency,czy,268,232,8,3,2.43,False
pol,midfiller_word_frequency,około,268,232,7,5,1.33,False
por,endfiller_trailing_word,mas,250,506,54,0,2160.0,False
por,endfiller_trailing_word,e,250,506,42,1,80.91,False
por,endfiller_trailing_word,então,250,506,37,0,1480.0,False
por,endfiller_trailing_word,porque,250,506,18,0,720.0,False
por,endfiller_trailing_word,quê,250,506,8,0,320.0,False
por,endfiller_trailing_word,mais,250,506,5,2,4.94,False
por,endfiller_trailing_word,é,250,506,5,2,4.94,False
por,endfiller_trailing_word,porquê,250,506,3,0,120.0,False
por,endfiller_trailing_word,issana,250,506,1,0,40.0,False
por,endfiller_trailing_word,política,250,506,1,0,40.0,False
por,endfiller_trailing_word,terminal,250,506,1,0,40.0,False
por,endfiller_trailing_word,cólon,250,506,1,0,40.0,False
por,endfiller_trailing_word,financeira,250,506,1,0,40.0,False
por,endfiller_trailing_word,resíduos,250,506,1,0,40.0,False
por,endfiller_trailing_word,secas,250,506,1,0,40.0,False
por,midfiller_word_frequency,são,518,238,50,18,1.41,False
por,midfiller_word_frequency,sua,518,238,26,6,2.09,False
rus,endfiller_trailing_word,что,254,512,52,0,2047.24,False
rus,endfiller_trailing_word,и,254,512,36,4,17.91,False
rus,endfiller_trailing_word,но,254,512,31,0,1220.47,False
rus,endfiller_trailing_word,ну,254,512,6,0,236.22,False
rus,endfiller_trailing_word,э,254,512,2,1,3.84,False
rus,endfiller_trailing_word,других,254,512,2,0,78.74,False
rus,endfiller_trailing_word,времени,254,512,2,0,78.74,False
rus,endfiller_trailing_word,увы,254,512,1,0,39.37,False
rus,endfiller_trailing_word,москву,254,512,1,0,39.37,False
rus,endfiller_trailing_word,коричневатые,254,512,1,0,39.37,False
rus,endfiller_trailing_word,воде,254,512,1,1,1.92,False
rus,endfiller_trailing_word,египет,254,512,1,0,39.37,False
rus,endfiller_trailing_word,кризиса,254,512,1,0,39.37,False
rus,endfiller_trailing_word,из,254,512,1,1,1.92,False
rus,endfiller_trailing_word,европы,254,512,1,0,39.37,False
rus,midfiller_word_frequency,ну,522,244,122,8,7.84,False
rus,midfiller_word_frequency,году,522,244,60,22,1.44,False
rus,midfiller_word_frequency,года,522,244,33,9,1.89,False
rus,midfiller_word_frequency,от,522,244,25,8,1.61,False
rus,midfiller_word_frequency,был,522,244,19,6,1.61,False
rus,midfiller_word_frequency,это,522,244,17,3,2.73,False
rus,midfiller_word_frequency,же,522,244,16,1,6.44,False
rus,midfiller_word_frequency,около,522,244,13,4,1.61,False
rus,midfiller_word_frequency,также,522,244,13,3,2.09,False
spa,endfiller_trailing_word,pero,238,474,38,0,1596.64,False
spa,endfiller_trailing_word,entonces,238,474,31,0,1302.52,False
spa,endfiller_trailing_word,este,238,474,31,0,1302.52,False
spa,endfiller_trailing_word,pues,238,474,24,0,1008.4,False
spa,endfiller_trailing_word,porque,238,474,19,0,798.32,False
spa,endfiller_trailing_word,y,238,474,16,1,30.42,False
spa,endfiller_trailing_word,e,238,474,8,1,15.21,False
spa,endfiller_trailing_word,qué,238,474,4,0,168.07,False
spa,endfiller_trailing_word,eh,238,474,2,0,84.03,False
spa,endfiller_trailing_word,éste,238,474,2,0,84.03,False
spa,endfiller_trailing_word,entones,238,474,2,0,84.03,False
spa,endfiller_trailing_word,del,238,474,2,2,1.95,False
spa,endfiller_trailing_word,él,238,474,1,0,42.02,False
spa,endfiller_trailing_word,km²,238,474,1,1,1.9,False
spa,endfiller_trailing_word,europa,238,474,1,1,1.9,False
spa,midfiller_word_frequency,este,486,226,201,24,4.45,False
spa,midfiller_word_frequency,es,486,226,108,42,1.38,False
spa,midfiller_word_frequency,más,486,226,83,25,1.77,False
spa,midfiller_word_frequency,no,486,226,34,13,1.37,False
spa,midfiller_word_frequency,fue,486,226,31,11,1.46,False
spa,midfiller_word_frequency,éste,486,226,23,2,5.01,False
tur,endfiller_trailing_word,şey,184,300,46,4,18.61,False
tur,endfiller_trailing_word,ama,184,300,46,0,2500.0,False
tur,endfiller_trailing_word,çünkü,184,300,35,0,1902.17,False
tur,endfiller_trailing_word,ve,184,300,33,0,1793.48,False
tur,endfiller_trailing_word,kili,184,300,1,0,54.35,False
tur,endfiller_trailing_word,yaptı,184,300,1,1,1.58,False
tur,endfiller_trailing_word,bağlıydı,184,300,1,0,54.35,False
tur,endfiller_trailing_word,gibi,184,300,1,0,54.35,False
tur,endfiller_trailing_word,kullanılmaktadırlar,184,300,1,0,54.35,False
tur,endfiller_trailing_word,işlemler,184,300,1,0,54.35,False
tur,endfiller_trailing_word,bulurniye,184,300,1,0,54.35,False
tur,endfiller_trailing_word,olacağız,184,300,1,0,54.35,False
tur,endfiller_trailing_word,aynsere,184,300,1,0,54.35,False
tur,endfiller_trailing_word,dolar,184,300,1,0,54.35,False
tur,endfiller_trailing_word,eşek,184,300,1,0,54.35,False
tur,midfiller_word_frequency,şey,237,247,189,32,7.32,False
tur,midfiller_word_frequency,en,237,247,24,19,1.55,False
tur,midfiller_word_frequency,bu,237,247,21,16,1.61,False
tur,midfiller_word_frequency,da,237,247,16,12,1.62,False
tur,midfiller_word_frequency,ile,237,247,15,9,2.01,False
tur,midfiller_word_frequency,olan,237,247,13,11,1.44,False
tur,midfiller_word_frequency,kadar,237,247,8,6,1.58,False
tur,midfiller_word_frequency,çok,237,247,8,6,1.58,False
tur,midfiller_word_frequency,yüksek,237,247,8,2,4.31,False
tur,midfiller_word_frequency,yıl,237,247,7,5,1.65,False
tur,midfiller_word_frequency,ayrıca,237,247,7,2,3.77,False
tur,midfiller_word_frequency,osmanlı,237,247,6,3,2.26,False
tur,midfiller_word_frequency,bin,237,247,6,5,1.41,False
tur,midfiller_word_frequency,hem,237,247,6,0,23.1,False
tur,midfiller_word_frequency,şeyh,237,247,6,0,23.1,False
tur,midfiller_word_frequency,neden,237,247,5,1,4.72,False
tur,midfiller_word_frequency,dört,237,247,5,3,1.88,False
tur,midfiller_word_frequency,nedir,237,247,5,0,19.25,False
tur,midfiller_word_frequency,günü,237,247,5,1,4.72,False
ukr,endfiller_trailing_word,та,126,304,18,3,14.33,False
ukr,endfiller_trailing_word,типу,126,304,17,1,39.81,False
ukr,endfiller_trailing_word,що,126,304,9,0,714.29,False
ukr,endfiller_trailing_word,але,126,304,9,0,714.29,False
ukr,endfiller_trailing_word,бо,126,304,8,0,634.92,False
ukr,endfiller_trailing_word,так,126,304,8,0,634.92,False
ukr,endfiller_trailing_word,значить,126,304,7,0,555.56,False
ukr,endfiller_trailing_word,і,126,304,4,2,4.75,False
ukr,endfiller_trailing_word,короче,126,304,4,0,317.46,False
ukr,endfiller_trailing_word,м,126,304,3,0,238.1,False
ukr,endfiller_trailing_word,коротше,126,304,3,0,238.1,False
ukr,endfiller_trailing_word,ну,126,304,2,0,158.73,False
ukr,endfiller_trailing_word,фіалки,126,304,1,0,79.37,False
ukr,endfiller_trailing_word,е,126,304,1,2,1.19,False
ukr,endfiller_trailing_word,ома,126,304,1,0,79.37,False
ukr,midfiller_word_frequency,типу,147,283,32,11,5.45,False
ukr,midfiller_word_frequency,значить,147,283,27,5,9.76,False
ukr,midfiller_word_frequency,коротше,147,283,11,3,6.36,False
ukr,midfiller_word_frequency,короче,147,283,11,2,9.07,False
ukr,midfiller_word_frequency,про,147,283,10,9,2.07,False
ukr,midfiller_word_frequency,день,147,283,9,8,2.08,False
ukr,midfiller_word_frequency,ну,147,283,9,1,12.96,False
ukr,midfiller_word_frequency,григоріанському,147,283,8,5,2.89,False
ukr,midfiller_word_frequency,також,147,283,7,10,1.31,False
ukr,midfiller_word_frequency,його,147,283,7,6,2.13,False
ukr,midfiller_word_frequency,календарі,147,283,6,3,3.47,False
ukr,midfiller_word_frequency,де,147,283,5,4,2.22,False
ukr,midfiller_word_frequency,її,147,283,5,6,1.52,False
vie,endfiller_trailing_word,vì,140,332,14,0,1000.0,False
vie,endfiller_trailing_word,thì,140,332,11,0,785.71,False
vie,endfiller_trailing_word,và,140,332,9,3,7.04,False
vie,endfiller_trailing_word,nên,140,332,8,0,571.43,False
vie,endfiller_trailing_word,ở,140,332,7,0,500.0,False
vie,endfiller_trailing_word,tại,140,332,6,1,13.77,False
vie,endfiller_trailing_word,song,140,332,5,1,11.48,False
vie,endfiller_trailing_word,là,140,332,3,2,3.5,False
vie,endfiller_trailing_word,năm,140,332,3,7,1.01,False
vie,endfiller_trailing_word,xong,140,332,3,0,214.29,False
vie,endfiller_trailing_word,nhưng,140,332,3,0,214.29,False
vie,endfiller_trailing_word,trên,140,332,3,1,6.89,False
vie,endfiller_trailing_word,sao,140,332,2,0,142.86,False
vie,endfiller_trailing_word,quyển,140,332,2,0,142.86,False
vie,endfiller_trailing_word,ừ,140,332,2,0,142.86,False
vie,midfiller_word_frequency,thì,170,302,54,17,5.41,False
vie,midfiller_word_frequency,vào,170,302,26,32,1.41,False
vie,midfiller_word_frequency,quốc,170,302,25,27,1.6,False
vie,midfiller_word_frequency,nhất,170,302,24,24,1.72,False
vie,midfiller_word_frequency,đến,170,302,22,22,1.72,False
vie,midfiller_word_frequency,sao,170,302,19,14,2.29,False
vie,midfiller_word_frequency,khi,170,302,18,23,1.35,False
vie,midfiller_word_frequency,tiếng,170,302,18,15,2.03,False
vie,midfiller_word_frequency,theo,170,302,17,13,2.2,False
vie,midfiller_word_frequency,cũng,170,302,17,19,1.53,False
vie,midfiller_word_frequency,sau,170,302,16,15,1.81,False
zho,endfiller_trailing_word,库仑定律类似于牛顿的引力定律用来计算两个带电体之间产生的电力所以,176,304,1,0,56.82,False
zho,endfiller_trailing_word,1931年澳洲取得内政外交的独立自主权那个成为大英国协的,176,304,1,0,56.82,False
zho,endfiller_trailing_word,linux严格来说是单指作业系统的内核因作业系统中包含了许多用户图形界面和其他实用工具就是lido涌现,176,304,1,0,56.82,False
zho,endfiller_trailing_word,2017年全年粮食种植面积66425千公顷比上年减少21千公顷,176,304,1,0,56.82,False
zho,endfiller_trailing_word,1896年朝鲜王宫安装韩国第一批电话所以,176,304,1,0,56.82,False
zho,endfiller_trailing_word,国际应急医疗队参加国际医疗救援任务为灾民提供公平均等的医疗服务,176,304,1,0,56.82,False
zho,endfiller_trailing_word,东亚地区通常包括中国大陆日本列岛台湾岛朝鲜半岛海南岛琉球群岛和蒙古高原等地面积约1170万平方公里,176,304,1,0,56.82,False
zho,endfiller_trailing_word,有的同学就是因为词汇贫乏才写不成或写不好但是,176,304,1,0,56.82,False
zho,endfiller_trailing_word,零一不表示数的大小而是代表两种不同的逻辑状态,176,304,1,0,56.82,False
zho,endfiller_trailing_word,第一次十字军东征几乎全部由法国诸侯组成就是,176,304,1,0,56.82,False
zho,endfiller_trailing_word,其他犬儒公元前四世纪和三世纪还有许多其他犬儒主义者包括欧奈西克瑞塔斯怀疑论者道德讽刺家那格哈塞,176,304,1,0,56.82,False
zho,endfiller_trailing_word,其國李茂貞對後唐稱臣後唐莊宗封他為所以,176,304,1,0,56.82,False
zho,endfiller_trailing_word,城市建设1825年长春厅署从新立城移址于宽城子宽城子成为长春城市的第一块街区长春城建以此为始就是,176,304,1,0,56.82,False
zho,endfiller_trailing_word,恒星和恒星之间的空间充斥着低密度的物质,176,304,1,0,56.82,False
zho,endfiller_trailing_word,在19世纪末期美国成为世界工业大国工业生产总值与人均收入位列全球第一并出现新的科技兴建更大的铁路网络所以,176,304,1,0,56.82,False
zho,midfiller_word_frequency,库仑定律类似于牛顿的引力定律用来计算两个带电体之间产生的电力所以,250,230,1,0,38.46,False
zho,midfiller_word_frequency,在清洁取暖方面国家能源局主要开展了哪些工作,250,230,1,0,38.46,False
zho,midfiller_word_frequency,1931年澳洲取得内政外交的独立自主权那个成为大英国协的,250,230,1,0,38.46,False
zho,midfiller_word_frequency,细胞衰老在决定那个生物体细菌病毒甚至是软体动物的寿命时很,250,230,1,0,38.46,False
zho,midfiller_word_frequency,下列每小题都有四个选项选出那个符合题目要求的一项写下来,250,230,1,0,38.46,False
zho,midfiller_word_frequency,我们怎么存储姓名地址那个或写给朋友的信件,250,230,1,0,38.46,False
zho,midfiller_word_frequency,清朝末期广州爆发数次武装起义均以失败告终其中最大者为黄花岗起义,250,230,1,0,38.46,False
zho,midfiller_word_frequency,零一不表示数的大小而是代表两种不同的逻辑状态,250,230,1,0,38.46,False
zho,midfiller_word_frequency,根据世界银行的数据2010年大洛杉矶地区gdp达到7706亿美元其中洛杉矶都市区gdp为7357亿美元,250,230,1,0,38.46,False
zho,midfiller_word_frequency,拿破仑已成功分开伯利厄与寇里的部队他决定先对付寇里的部队立刻下令马塞纳进军代戈挡住伯利厄,250,230,1,0,38.46,False
zho,midfiller_word_frequency,乌尔克运河从1809年提供巴黎地区比较干净的用水,250,230,1,0,38.46,False
zho,midfiller_word_frequency,泰國老撾緬甸柬埔寨等國亦有相同,250,230,1,0,38.46,False
zho,midfiller_word_frequency,emacs虽然是在teco的基础上发展起来的不过它已经足以被认为那个topping,250,230,1,0,38.46,False
zho,midfiller_word_frequency,tao是一个新的文本编辑器了,250,230,1,0,38.46,False
zho,midfiller_word_frequency,武术的英文martial,250,230,1,0,38.46,False
zho,midfiller_word_frequency,arts是来自拉丁文和罗马神话中的战神马尔斯有关嗯意译为马尔斯的艺术,250,230,1,0,38.46,False
zho,midfiller_word_frequency,宋朝出口货物包括内阁丝绸瓷器糖纺织品茶叶五金,250,230,1,0,38.46,False
zho,midfiller_word_frequency,城市建设1825年长春厅署从新立城移址于宽城子宽城子成为长春城市的第一块街区长春城建以此为始就是,250,230,1,0,38.46,False
zho,midfiller_word_frequency,恒星和恒星之间的空间充斥着低密度的物质,250,230,1,0,38.46,False
zho,midfiller_word_frequency,1935年美国生物化学家和病毒学家温德尔梅雷迪斯斯坦利发现烟草花叶病毒那个大部分是由蛋白质所组成的并得到病毒晶体,250,230,1,0,38.46,False
zho,midfiller_word_frequency,在751年矮子丕平篡位成为法兰克人的国王那个并建立了加洛林,250,230,1,0,38.46,False
zho,midfiller_word_frequency,當雲的密度超過空氣浮力時有些雲會落至地面形成降水奈格翻狀雲則不會形成降水因為所有液態水在到達地表前就先被蒸發了,250,230,1,0,38.46,False
zho,midfiller_word_frequency,如果沒有火人類不會發現到那個鐵和玻璃的煉製方法,250,230,1,0,38.46,False
zho,midfiller_word_frequency,第一这些分子中有些可以借由生物体内的化学反应产生能量,250,230,1,0,38.46,False
zho,midfiller_word_frequency,1968年完全由中国自行设计建造的公铁两用桥南京长江大桥建成通车这也是长江下游干流上的第一座大桥,250,230,1,0,38.46,False
zho,midfiller_word_frequency,靖康元年金軍攻占開封缇萼四年宋徽宗和宋钦宗二帝被虏北迁,250,230,1,0,38.46,False
zho,midfiller_word_frequency,英倫海峽又名拉芒什海峽是分隔英國與歐洲大陸的法國並連接大西洋與北海的海峽,250,230,1,0,38.46,False
zho,midfiller_word_frequency,vb安加其他冒分到開所编程语言是一种真正的面向对象编程语言配合activex和传统visual,250,230,1,0,38.46,False
zho,midfiller_word_frequency,basic并不完全兼容,250,230,1,0,38.46,False
zho,midfiller_word_frequency,韩国每年以利川为中心举行世界陶瓷博览会所以,250,230,1,0,38.46,False
