id,duration_s,endpoint_bool,last_active_A_energy_fixed,last_active_B_energy_alt,last_active_C_silero_vad,trailing_silence_A,trailing_silence_B,trailing_silence_C,energy_slope_1000ms_A,energy_slope_1000ms_B,energy_slope_1000ms_C,dt_AB_ms,dt_AC_ms,dt_BC_ms,dfeat_AB,dfeat_AC
005e91a0-15b2-449f-920f-7395afb03c97,7.44,True,7.42,7.38,7.4,0.020000000000000462,0.0600000000000005,0.040000000000000036,-21.235128633769076,-17.21301449824021,-19.066297777739152,40.000000000000036,19.999999999999574,20.000000000000462,4.0221141355288665,2.168830856029924
005e9af9-14fa-42e6-b670-f50789571d3b,7.48,False,7.23,7.26,7.48,0.25,0.22000000000000064,0.0,4.2206208568433,3.3327851703712605,-0.9154702243793756,29.99999999999936,250.0,220.00000000000063,0.8878356864720391,5.136091081222675
005ea026-5635-40a6-b164-d8e50a4d20fa,9.44,True,9.25,9.15,9.4,0.1899999999999995,0.28999999999999915,0.03999999999999915,-14.140822327824296,-4.876742415741989,-27.47978439953143,99.99999999999964,150.00000000000034,250.0,9.264079912082305,13.338962071707133
005ef3d8-eaa5-4668-9f6a-5715ce93c6c2,3.4,True,3.05,3.06,3.3,0.3500000000000001,0.33999999999999986,0.10000000000000009,-7.303380023065391,-7.673882626070834,-21.913037537278726,10.000000000000231,250.0,239.99999999999977,0.370502603005443,14.609657514213335
005fedae-ebd7-4dc0-8a58-1ace7e16f50a,4.08,False,4.04,4.07,4.08,0.040000000000000036,0.009999999999999787,0.0,4.292583722185095,7.860947559447093,7.544487127260779,30.00000000000025,40.000000000000036,9.999999999999787,3.5683638372619972,3.2519034050756837
006035fb-c921-48be-8dc5-1629cfd44d0a,8.52,True,8.15,8.36,8.5,0.3699999999999992,0.16000000000000014,0.019999999999999574,-1.616316104948908,-1.9287394666366358,-7.506464587718717,209.9999999999991,349.99999999999966,140.00000000000057,0.31242336168772766,5.890148482769808
006043cc-b38d-4b5e-b2ca-f4f41de53223,6.36,False,6.14,6.2,6.36,0.22000000000000064,0.16000000000000014,0.0,2.691857801180775,1.6964430306356482,-4.7327694129165945,60.0000000000005,220.00000000000063,160.00000000000014,0.9954147705451266,7.424627214097369
006048a7-e7bb-490c-990f-6fcc5e35da16,8.6,True,8.6,8.6,8.6,0.0,0.0,0.0,2.350548022697312,2.350548022697312,2.350548022697312,0.0,0.0,0.0,0.0,0.0
00609064-761f-4101-be97-a83dd66f4d66,6.36,False,6.17,6.15,6.36,0.1900000000000004,0.20999999999999996,0.0,-2.1578868417178843,-5.044867754954498,6.716966376862795,19.999999999999574,190.0000000000004,209.99999999999997,2.8869809132366138,8.874853218580679
00609adf-55ec-4b95-ad0a-685aa9096a80,12.04,False,11.17,11.17,11.3,0.8699999999999992,0.8699999999999992,0.7399999999999984,-12.774827558354174,-12.774827558354174,-14.63737778394252,0.0,130.0000000000008,130.0000000000008,0.0,1.8625502255883468
006176e4-627f-42f1-801c-3bed1493ada3,10.76,False,10.51,10.53,10.7,0.25,0.23000000000000043,0.0600000000000005,17.49347802741478,18.31579948207569,12.176719953240394,19.999999999999574,189.9999999999995,169.99999999999994,0.8223214546609086,5.316758074174388
0061a71e-f996-4a99-8382-dad838f4246e,4.72,False,4.52,4.51,4.6,0.20000000000000018,0.20999999999999996,0.1200000000000001,-5.919262718862754,-5.244211198010275,-18.044105502013633,9.999999999999787,80.00000000000007,89.99999999999986,0.6750515208524792,12.124842783150878
00623d30-bbaf-4652-881d-52b356726a77,7.96,True,7.77,7.79,7.96,0.1900000000000004,0.16999999999999993,0.0,-4.050352557565008,-5.195306521345164,-16.079998098561134,20.000000000000462,190.0000000000004,169.99999999999994,1.1449539637801562,12.029645540996126
00626d08-cfda-4408-a665-e39b8d6b944c,3.72,False,3.49,3.48,3.7,0.22999999999999998,0.2400000000000002,0.020000000000000018,8.958378437999786,8.710195346981127,-12.981949016946517,10.000000000000231,209.99999999999997,220.0000000000002,0.24818309101865843,21.940327454946303
00627eba-7475-4527-956e-20383862d4d2,6.52,False,6.24,6.3,6.5,0.27999999999999936,0.21999999999999975,0.019999999999999574,6.148317964672677,4.973787962036493,-13.817782056005347,59.99999999999961,259.9999999999998,200.00000000000017,1.1745300026361845,19.966100020678024
0062b4fc-d9cd-45ef-94c8-99b241bf08c3,8.6,False,8.29,8.32,8.6,0.3100000000000005,0.27999999999999936,0.0,-11.98770457974824,-12.06533079197329,-19.85469400431438,30.000000000001137,310.0000000000005,279.9999999999994,0.0776262122250504,7.866989424566139
006303f4-b70c-4175-9d97-b7b75f5bcef8,5.32,False,5.11,5.11,5.3,0.20999999999999996,0.20999999999999996,0.020000000000000462,-3.8835990208140894,-3.8835990208140894,-31.970204902653336,0.0,189.9999999999995,189.9999999999995,0.0,28.086605881839247
0063a480-6bd1-4303-ae20-8ae861b51a79,9.84,False,9.55,9.55,9.7,0.28999999999999915,0.28999999999999915,0.14000000000000057,7.7647691847768385,7.7647691847768385,-10.014568043366125,0.0,149.99999999999858,149.99999999999858,0.0,17.779337228142964
006411b8-b95a-404f-a2d5-cbe4308f869f,6.72,True,6.52,6.52,6.7,0.20000000000000018,0.20000000000000018,0.019999999999999574,8.223603436887199,8.223603436887199,-8.321193880582177,0.0,180.0000000000006,180.0000000000006,0.0,16.544797317469374
0064135a-32d1-4376-aaec-6b20d4d4a544,7.84,True,7.66,7.66,7.8,0.17999999999999972,0.17999999999999972,0.040000000000000036,7.766242499954164,7.766242499954164,-19.88086907170717,0.0,139.9999999999997,139.9999999999997,0.0,27.647111571661334
00645d1b-9c3c-4405-b339-0c95098e39bf,4.04,False,3.81,3.78,3.9,0.22999999999999998,0.26000000000000023,0.14000000000000012,38.016849172899875,36.75316378649542,28.96147480633069,30.00000000000025,89.99999999999986,120.00000000000011,1.263685386404454,9.055374366569186
0064bd5a-f29c-4eed-b77f-ce75a7e8daad,3.04,False,2.97,2.97,3.0,0.06999999999999984,0.06999999999999984,0.040000000000000036,2.1161962704296697,2.1161962704296697,0.25805912562143796,0.0,29.999999999999805,29.999999999999805,0.0,1.8581371448082318
00653214-9a17-4eb2-a10f-e766f6ca5e4f,13.5139375,False,12.53,12.54,12.7,0.9839375000000015,0.9739375000000017,0.8139375000000015,3.7901607329024514,3.5019723828892744,0.861408326954903,9.999999999999787,169.99999999999994,160.00000000000014,0.288188350013177,2.9287524059475483
00660fbc-bfe7-449d-be38-7f3760a118a1,2.76,True,2.75,2.65,2.76,0.009999999999999787,0.10999999999999988,0.0,-5.360826751140225,8.28890928558367,-6.871862974705639,100.00000000000009,9.999999999999787,109.99999999999987,13.649736036723896,1.511036223565414
0066608c-4bb8-4ff1-a7ac-56bd0f82ebaf,9.04,True,8.78,9.0,9.0,0.2599999999999998,0.03999999999999915,0.03999999999999915,1.8211140163290842,-18.80336349678373,-18.80336349678373,220.00000000000063,220.00000000000063,0.0,20.624477513112815,20.624477513112815
00669211-dba7-4305-82fe-fa02ee11d462,14.2563125,False,13.13,13.13,13.4,1.1263124999999992,1.1263124999999992,0.8563124999999996,4.44101960588208,4.44101960588208,-6.930766530556259,0.0,269.99999999999955,269.99999999999955,0.0,11.371786136438338
00671294-e570-4e2f-bfe0-92092f453015,8.32825,False,7.18,8.32,7.3,1.1482500000000009,0.008250000000000313,1.0282500000000008,4.8574833967134525,3.755841181315737,-3.8401576304893608,1140.0000000000005,120.00000000000011,1020.0000000000005,1.1016422153977157,8.697641027202813
0067288c-9e41-47f8-8073-9c9405f64254,4.7786875,True,4.64,4.51,4.7786875,0.13868750000000052,0.2686875000000004,0.0,-11.870535362301428,5.54653319912587,-11.334484011068964,129.9999999999999,138.6875000000005,268.6875000000004,17.4170685614273,0.5360513512324641
0067756b-3dda-495e-8450-bcef274b2a65,5.04,True,4.74,4.76,4.9,0.2999999999999998,0.28000000000000025,0.13999999999999968,-2.36506679714872,-2.441265303934471,-15.21867394468787,19.999999999999574,160.00000000000014,140.00000000000057,0.07619850678575091,12.853607147539151
00679d31-7f45-4b83-a18e-23b45f18fe99,11.6,False,11.35,11.35,11.5,0.25,0.25,0.09999999999999964,3.5256459397775566,3.5256459397775566,4.0190103160967,0.0,150.00000000000034,150.00000000000034,0.0,0.4933643763191431
0067e86d-f927-4b45-890e-6b4eaec334f9,9.8675625,True,8.75,8.74,8.9,1.1175625,1.1275624999999998,0.9675624999999997,9.656700529743853,9.869587598877375,-11.509142168608246,9.999999999999787,150.00000000000034,160.00000000000014,0.2128870691335223,21.1658426983521
0068a2aa-ade0-4f98-b820-e032e86f247f,2.8,True,2.56,2.54,2.7,0.23999999999999977,0.2599999999999998,0.09999999999999964,-20.542454987816427,-19.388442868747614,-34.03629364897245,20.000000000000018,140.0000000000001,160.00000000000014,1.1540121190688133,13.493838661156026
0068db20-21c8-4d66-84af-985e68793919,5.64,False,5.44,5.43,5.6,0.1999999999999993,0.20999999999999996,0.040000000000000036,-4.007223499189235,-3.2703691281477982,-19.801576713246487,10.000000000000675,159.99999999999926,169.99999999999994,0.7368543710414364,15.794353214057253
006901aa-b0f0-4aa2-891a-81eea54b680c,6.04,False,5.87,5.85,6.0,0.16999999999999993,0.1900000000000004,0.040000000000000036,2.68794348688409,4.984477781319135,-3.091993715156289,20.000000000000462,129.9999999999999,150.00000000000034,2.2965342944350446,5.779937202040379
00690aaa-f9e8-403e-8f84-273323d1d8d1,5.52,False,5.28,5.27,5.4,0.23999999999999932,0.25,0.11999999999999922,43.39795165820111,44.566039193697215,21.18947547552679,10.000000000000675,120.00000000000011,130.0000000000008,1.168087535496106,22.208476182674318
006912b1-7d87-4e89-9270-320433c9fc0c,3.6,True,3.38,3.37,3.6,0.2200000000000002,0.22999999999999998,0.0,-5.9861648739530215,-3.943517748255637,-30.980358367057885,9.999999999999787,220.0000000000002,229.99999999999997,2.0426471256973846,24.994193493104863
0069a645-0740-49bc-b47a-7f05cefa3b56,4.72,True,4.34,4.25,4.5,0.3799999999999999,0.46999999999999975,0.21999999999999975,-8.920065381600532,-2.844976506263769,-28.854203506896283,89.99999999999986,160.00000000000014,250.0,6.075088875336762,19.934138125295753
0069acc9-769e-4ffc-ae47-47e5cd6a8770,2.96,True,2.66,2.72,2.96,0.2999999999999998,0.23999999999999977,0.0,-2.5697146792544894,-3.4437433924361667,-24.86501094193811,60.00000000000006,299.99999999999983,239.99999999999977,0.8740287131816773,22.29529626268362
006a0bd4-b1c3-4eec-ae46-09c8c4722262,9.88,True,9.6,9.6,9.8,0.28000000000000114,0.28000000000000114,0.08000000000000007,5.754676848840898,5.754676848840898,-14.99565405670684,0.0,200.00000000000108,200.00000000000108,0.0,20.750330905547738
006a0dbc-db0a-4b62-aa9a-4f727df7a5b0,6.16,True,5.94,5.96,6.16,0.21999999999999975,0.20000000000000018,0.0,-3.4456131934564063,-2.404414251924021,-12.859246165653825,19.999999999999574,219.99999999999974,200.00000000000017,1.0411989415323855,9.41363297219742
006b1cb2-a7ab-4e57-8a8b-f0628d50b1a6,11.8,False,11.58,11.58,11.7,0.22000000000000064,0.22000000000000064,0.10000000000000142,2.7399606899112183,2.7399606899112183,-7.9233950435524445,0.0,119.99999999999922,119.99999999999922,0.0,10.663355733463662
006b20bc-0d1c-4c1a-986f-12405b579145,7.32,True,7.05,7.06,7.3,0.27000000000000046,0.2600000000000007,0.020000000000000462,-17.169459551243026,-17.572483053857262,-21.035949680370578,9.999999999999787,250.0,240.00000000000023,0.4030235026142357,3.866490129127552
006c05c6-08c2-45a0-9a99-d972dd582b7b,3.56,True,3.35,3.34,3.4,0.20999999999999996,0.2200000000000002,0.16000000000000014,9.183622059186145,11.66292292528814,-6.124420321536171,10.000000000000231,49.99999999999982,60.00000000000006,2.479300866101994,15.308042380722316
006c7897-29a0-49b6-ab63-bfdc9e8b7374,5.0,False,4.95,4.95,5.0,0.04999999999999982,0.04999999999999982,0.0,-1.9223297543489668,-1.9223297543489668,-4.167780365718969,0.0,49.99999999999982,49.99999999999982,0.0,2.2454506113700026
006c9f34-4bcf-4a2a-b810-62ee1ce490e7,15.64,True,15.45,15.41,15.6,0.19000000000000128,0.23000000000000043,0.040000000000000924,-4.602544880079975,-3.672716484003177,-14.556536713934987,39.99999999999915,150.00000000000034,189.9999999999995,0.9298283960767981,9.953991833855012
006ccb32-76ae-46c0-b018-c7afe9de8baa,4.9234375,True,3.89,4.9,4.1,1.0334375000000002,0.0234375,0.8234375000000007,6.075655421199804,4.694298192255147,-11.553665967618016,1010.0000000000002,209.99999999999952,800.0000000000007,1.3813572289446574,17.62932138881782
006d43b1-0c87-48cb-8b2b-5a2cec7ee42c,5.56,True,5.32,5.3,5.4,0.23999999999999932,0.2599999999999998,0.15999999999999925,-7.6377414743360115,-6.852669905283179,-17.76319395253044,20.000000000000462,80.00000000000007,100.00000000000054,0.7850715690528327,10.125452478194429
006d7319-dac4-427e-ad4a-6bfb79afd83e,14.9684375,False,13.92,13.98,14.1,1.0484375000000004,0.9884374999999999,0.8684375000000006,2.808016352134167,-1.1032044616770496,-11.988856246183966,60.0000000000005,179.99999999999972,119.99999999999922,3.911220813811217,14.796872598318133
006d7a8d-ae0c-4c2a-afcf-3a5d96dec89a,5.04,True,4.76,4.77,4.9,0.28000000000000025,0.27000000000000046,0.13999999999999968,-8.118536031030969,-8.176306387401977,-27.151246979899735,9.999999999999787,140.00000000000057,130.0000000000008,0.0577703563710088,19.03271094886877
006d8994-65ab-490f-9e19-97dc778e4d4c,4.136,False,4.06,4.06,4.1,0.07600000000000051,0.07600000000000051,0.036000000000000476,-5.027353017914759,-5.027353017914759,-11.501243946784165,0.0,40.000000000000036,40.000000000000036,0.0,6.473890928869405
006da259-fe42-4d9f-a609-78dd044c5bd5,9.1254375,False,7.84,6.21,6.3,1.2854375000000005,2.9154375000000003,2.8254375000000005,2.754092799138391,13.738583467557932,12.502838061448767,1630.0,1540.0,89.99999999999986,10.984490668419541,9.748745262310376
006dc22d-f3eb-4541-9fc1-d82e149d2238,3.88,True,3.59,3.51,3.7,0.29000000000000004,0.3700000000000001,0.17999999999999972,-8.402584700231712,-1.4569218601677822,-20.69621127111383,80.00000000000007,110.00000000000031,190.0000000000004,6.94566284006393,12.29362657088212
006dc533-9895-4fc7-a9a9-dbf8ba88afb8,8.56,True,8.35,8.35,8.56,0.21000000000000085,0.21000000000000085,0.0,0.5206907024616927,0.5206907024616927,-20.94057830389362,0.0,210.00000000000085,210.00000000000085,0.0,21.461269006355312
006e2678-d5cb-4354-b7d6-afdd2ca28e03,8.92,True,8.52,8.59,8.8,0.40000000000000036,0.33000000000000007,0.11999999999999922,-11.40365159129702,-16.81348009614937,-20.516097188103277,70.00000000000028,280.00000000000114,210.00000000000085,5.409828504852349,9.112445596806257
006e4aad-c738-4883-8204-e37738c08f08,13.8,False,13.7,13.7,13.8,0.10000000000000142,0.10000000000000142,0.0,43.631678185215634,43.631678185215634,24.27568654175339,0.0,100.00000000000142,100.00000000000142,0.0,19.355991643462243
006e51e1-adaa-4afc-b0c0-7e17defc0359,5.08,True,4.82,4.84,5.08,0.2599999999999998,0.2400000000000002,0.0,-5.072713059346097,-4.918770689567176,-8.640870404785016,19.999999999999574,259.9999999999998,240.00000000000023,0.15394236977892106,3.5681573454389186
006ea98c-7b7d-4005-bf5d-a85f75f056e9,9.8,True,9.45,9.79,9.8,0.3500000000000014,0.010000000000001563,0.0,4.103548232108041,-10.172163817239577,-11.016814253534399,339.9999999999999,350.0000000000014,10.000000000001563,14.275712049347618,15.12036248564244
006eefc0-921f-494e-a170-c7e102ff169d,4.6,True,4.38,4.4,4.6,0.21999999999999975,0.1999999999999993,0.0,6.440838045621254,6.528159908085253,-13.309423184492042,20.000000000000462,219.99999999999974,199.9999999999993,0.08732186246399909,19.750261230113296
006f49ad-6d04-43f3-a009-96007e8b1922,4.735,True,3.38,4.22,3.8,1.3550000000000004,0.5150000000000006,0.9350000000000005,0.34699062642902595,-4.405471332974387,-6.5476650378005665,839.9999999999999,419.99999999999994,419.99999999999994,4.752461959403413,6.894655664229592
006faf6e-ec1a-4bdb-8b53-e39e6c320900,12.0465625,True,9.61,9.63,9.8,2.436562500000001,2.4165624999999995,2.2465624999999996,13.379473036919924,11.668478200931355,-13.318671706948969,20.00000000000135,190.00000000000128,169.99999999999994,1.7109948359885685,26.698144743868895
006fd5a4-4fc6-4cd3-b549-7ac87a2711ba,5.76,True,5.56,5.57,5.76,0.20000000000000018,0.1899999999999995,0.0,5.440813096790195,4.904753841073543,-20.10547872775505,10.000000000000675,200.00000000000017,189.9999999999995,0.5360592557166521,25.546291824545243
006ffa13-5fbb-4a7c-9b91-15f02a0586db,4.08,False,3.84,3.83,4.0,0.2400000000000002,0.25,0.08000000000000007,3.2585082567911265,3.214202935291577,-10.404427901075257,9.999999999999787,160.00000000000014,169.99999999999994,0.04430532149954969,13.662936157866383
00702842-cba1-4b2a-9f94-c261bba6e2ab,5.44,False,5.36,5.26,5.4,0.08000000000000007,0.1800000000000006,0.040000000000000036,-13.929544745452457,-20.38091464923022,-12.316828363915132,100.00000000000054,40.000000000000036,140.00000000000057,6.451369903777763,1.612716381537325
007097b6-795f-4c3e-80f1-b31991d667d5,4.96,True,4.5,4.89,4.7,0.45999999999999996,0.07000000000000028,0.2599999999999998,4.696009950854435,-25.31177214709697,-12.981287262504994,389.99999999999966,200.00000000000017,189.9999999999995,30.007782097951406,17.67729721335943
0070a0db-a3c5-4dcd-a474-2791a3a30782,9.12,True,8.8,8.83,9.0,0.3199999999999985,0.28999999999999915,0.11999999999999922,-10.518742841462508,-10.9755369574092,-20.357362530574452,29.99999999999936,199.9999999999993,169.99999999999994,0.4567941159466926,9.838619689111944
00710154-6352-423c-b192-51953a7f7a69,13.515625,True,12.53,12.56,12.7,0.9856250000000006,0.9556249999999995,0.8156250000000007,-4.456269383638702,-8.045352816928833,-14.539485874742551,30.000000000001137,169.99999999999994,139.9999999999988,3.5890834332901314,10.08321649110385
00712291-b635-408f-9e0b-8f1bc3dd02b6,7.32,False,7.08,7.07,7.3,0.2400000000000002,0.25,0.020000000000000462,6.470597294367023,6.839615723527154,-29.40224135414968,9.999999999999787,219.99999999999974,229.99999999999955,0.36901842916013106,35.872838648516705
0071244f-eac8-49b7-a110-9d2a78cd6422,5.92,False,5.81,5.88,5.9,0.11000000000000032,0.040000000000000036,0.019999999999999574,-3.7143254399507732,-6.9743773538703975,-6.957172932566494,70.00000000000028,90.00000000000074,20.000000000000462,3.2600519139196242,3.242847492615721
00716383-25cc-463e-94cb-be298c2001a2,5.76,False,5.46,5.58,5.76,0.2999999999999998,0.17999999999999972,0.0,1.765363809877727,9.79619145379482,4.23852762123423,120.00000000000011,299.99999999999983,179.99999999999972,8.030827643917094,2.473163811356503
007196d2-98c4-43db-95b1-028bccc43540,7.12,False,6.97,6.99,7.1,0.15000000000000036,0.1299999999999999,0.020000000000000462,2.02590552026196,1.547492023394686,-3.601970725928768,20.000000000000462,129.9999999999999,109.99999999999943,0.47841349686727397,5.627876246190728
00720c1c-99fc-4b6d-87d9-11da0d9ce948,11.933875,True,10.93,11.76,11.1,1.0038750000000007,0.17387500000000067,0.8338750000000008,1.3808705358222173,-14.777069114014104,-6.918435106183051,830.0000000000001,169.99999999999994,660.0000000000001,16.157939649836322,8.299305642005269
007259b6-15dd-4790-abd1-de3c07f26418,7.08,False,6.84,6.86,7.08,0.2400000000000002,0.21999999999999975,0.0,4.284169965243018,3.140457926479695,-3.811295879810545,20.000000000000462,240.00000000000023,219.99999999999974,1.1437120387633235,8.095465845053564
00727f75-e8c3-4a1e-b52d-13be0dc0fc63,6.04,False,5.69,5.57,5.8,0.34999999999999964,0.46999999999999975,0.2400000000000002,6.8160095048214515,9.783918591800932,-2.1768264681638914,120.00000000000011,109.99999999999943,229.99999999999955,2.96790908697948,8.992835972985343
0072b119-4093-43b1-b528-563a21006876,8.48,True,8.19,8.18,8.48,0.2900000000000009,0.3000000000000007,0.0,-0.22808215586196548,0.03426391743753682,-15.843897740092435,9.999999999999787,290.0000000000009,300.0000000000007,0.2623460732995023,15.61581558423047
0072dce3-cc67-4d1a-a0b0-efdd1f18ee25,14.84,True,14.57,14.6,14.8,0.2699999999999996,0.2400000000000002,0.03999999999999915,-6.007416975657861,-9.407100667492465,-21.718687464070335,29.99999999999936,230.00000000000043,200.00000000000108,3.3996836918346034,15.711270488412474
0072f9d5-f144-41fe-8104-6e192750e9b4,7.6,False,7.52,7.5,7.6,0.08000000000000007,0.09999999999999964,0.0,-0.19662428374330715,-1.0048124827682878,0.13906466106930748,19.999999999999574,80.00000000000007,99.99999999999964,0.8081881990249806,0.33568894481261463
007302c3-000b-422d-a825-def38f526d39,6.76,True,6.52,6.49,6.6,0.2400000000000002,0.2699999999999996,0.16000000000000014,1.9044726598937625,10.034180408448922,-12.83550005731156,29.99999999999936,80.00000000000007,109.99999999999943,8.129707748555159,14.739972717205323
00731c08-dfe4-4756-9282-db53568cae41,4.48,False,4.21,4.21,4.3,0.27000000000000046,0.27000000000000046,0.1800000000000006,4.499590859832486,4.499590859832486,-1.618143667088858,0.0,89.99999999999986,89.99999999999986,0.0,6.1177345269213435
0073a353-100f-4d5d-9e6e-04963d261748,9.56,True,9.52,9.54,9.56,0.040000000000000924,0.02000000000000135,0.0,-14.566843175027133,-14.404479175094401,-14.889804662350116,19.999999999999574,40.000000000000924,20.00000000000135,0.16236399993273132,0.32296148732298313
0073c5dd-08a8-4752-89bd-b5c0518fce42,6.04,False,5.75,5.74,5.9,0.29000000000000004,0.2999999999999998,0.13999999999999968,6.340540566552716,6.351013482415376,-0.5435552391536939,9.999999999999787,150.00000000000034,160.00000000000014,0.010472915862660415,6.884095805706409
0073cdd9-027d-4a38-92f1-876e05bb2c23,6.36,False,6.28,6.25,6.36,0.08000000000000007,0.11000000000000032,0.0,1.058886614106881,1.1793748992226958,-4.325418610036837,30.00000000000025,80.00000000000007,110.00000000000031,0.12048828511581489,5.384305224143718
007426c3-71c2-4dda-ae22-8d326207153a,16.0,False,15.03,15.0,15.2,0.9700000000000006,1.0,0.8000000000000007,-13.031615408895698,-10.682605390154329,-32.02518098883393,29.99999999999936,169.99999999999994,199.9999999999993,2.349010018741369,18.993565579938235
007480f4-bb2c-4b6c-8f2a-c524848e8bf9,6.16,False,5.95,5.94,6.0,0.20999999999999996,0.21999999999999975,0.16000000000000014,39.78415094396712,41.30032996153793,29.428303612479656,9.999999999999787,49.99999999999982,59.99999999999961,1.5161790175708134,10.355847331487464
0074bf57-fb62-4a49-b9fc-a352b7ca846b,4.56,True,4.3,4.18,4.4,0.2599999999999998,0.3799999999999999,0.15999999999999925,-16.108830042612993,-5.562280318316288,-25.764768771570186,120.00000000000011,100.00000000000054,220.00000000000063,10.546549724296705,9.655938728957192
0074e2b0-694d-4ece-9f2e-e2914d804500,12.7009375,True,11.74,11.71,11.9,0.9609375,0.9909374999999994,0.8009374999999999,2.856960708760366,6.626962958343064,-18.75526384565815,29.99999999999936,160.00000000000014,189.9999999999995,3.7700022495826984,21.612224554418514
0074e38d-014f-42e5-ac01-403ee9e98fe6,12.44,False,12.22,12.23,12.3,0.21999999999999886,0.20999999999999908,0.1399999999999988,27.246990254957097,26.972838780042636,20.796529568831552,9.999999999999787,80.00000000000007,70.00000000000028,0.27415147491446135,6.450460686125545
0074ff02-2574-4409-af5f-959be126395d,12.577125,True,11.62,11.59,11.7,0.9571250000000013,0.9871250000000007,0.8771250000000013,-8.807513737442445,-6.297172790776143,-18.47702517367825,29.99999999999936,80.00000000000007,109.99999999999943,2.510340946666302,9.669511436235805
007535b5-d422-49ea-9855-0b3ca78413ac,10.96,True,10.79,10.79,10.96,0.1700000000000017,0.1700000000000017,0.0,-4.987057050994902,-4.987057050994902,-22.201382288768976,0.0,170.0000000000017,170.0000000000017,0.0,17.214325237774073
007566ce-4a44-463a-a3b4-990133faa28a,4.52,True,4.07,4.22,4.5,0.4499999999999993,0.2999999999999998,0.019999999999999574,2.3565398810541547,-2.4576759005120623,-9.995888918308442,149.99999999999946,429.9999999999997,280.0000000000002,4.814215781566217,12.352428799362595
0075c292-ce0f-44b8-812a-cc8d99a3eafd,7.24,False,7.0,7.01,7.2,0.2400000000000002,0.23000000000000043,0.040000000000000036,16.339374122330792,15.73583109905082,11.614016194640728,9.999999999999787,200.00000000000017,190.0000000000004,0.6035430232799719,4.725357927690064
0075cda7-637f-4b6a-a3a8-df2337057743,4.16,True,4.08,3.98,4.16,0.08000000000000007,0.18000000000000016,0.0,-10.273010096163969,-7.910646201985202,-19.92353237376494,100.00000000000009,80.00000000000007,180.00000000000017,2.362363894178767,9.65052227760097
00765a61-1144-4f75-b7a8-e04c90d292c0,9.270125,True,8.27,8.27,8.4,1.0001250000000006,1.0001250000000006,0.8701249999999998,-4.051281795157344,-4.051281795157344,-10.52467858298407,0.0,130.0000000000008,130.0000000000008,0.0,6.473396787826726
00765f90-01d9-4529-8afc-29ca16d08b4c,5.96,True,5.41,5.77,5.96,0.5499999999999998,0.1900000000000004,0.0,13.28325207065413,-2.740476417208236,-9.220388341380476,359.99999999999943,549.9999999999998,190.0000000000004,16.023728487862368,22.503640412034606
0076939d-5b6e-4e83-8fa3-bc5a521cf251,4.6,False,4.34,4.31,4.4,0.2599999999999998,0.29000000000000004,0.1999999999999993,-12.073041829246371,-12.524807112954287,-13.867141639510335,30.00000000000025,60.0000000000005,90.00000000000074,0.4517652837079158,1.7940998102639636
0076acfb-0afc-4ab2-b0c2-63c2af5c2140,7.5759375,False,7.25,7.3,7.5759375,0.3259375000000002,0.2759375000000004,0.0,4.466661050004467,1.9679320840274561,-14.225335267939958,49.99999999999982,325.9375000000002,275.9375000000004,2.49872896597701,18.691996317944422
0077fe66-8d93-4249-aef2-f0d29bf5ac16,12.0,False,11.66,11.69,12.0,0.33999999999999986,0.3100000000000005,0.0,-1.3159875131028145,0.11497697402522498,-0.05979427099920417,29.99999999999936,339.9999999999999,310.0000000000005,1.4309644871280394,1.2561932421036104
00780a3c-f237-4e98-86be-d16ad5e1ac71,4.24,False,4.01,4.02,4.2,0.23000000000000043,0.22000000000000064,0.040000000000000036,11.6301738225796,11.978395997471182,5.81437472597277,9.999999999999787,190.0000000000004,180.0000000000006,0.3482221748915819,5.81579909660683
0078e0d7-259a-4bcd-96ff-313403eb5b18,2.36,False,2.21,2.2,2.36,0.1499999999999999,0.1599999999999997,0.0,-6.5301554640434984,-6.027730853071885,-17.602638026900106,9.999999999999787,149.99999999999991,159.9999999999997,0.5024246109716133,11.072482562856607
00792021-bf05-4ef5-8389-8fed86c5de4f,8.6,True,8.35,8.28,8.6,0.25,0.3200000000000003,0.0,-13.363781254167959,-12.078568835694515,-22.275882339921917,70.00000000000028,250.0,320.0000000000003,1.285212418473444,8.912101085753958
00793376-646f-4a29-91ec-3ec366d915b7,11.72,True,11.61,11.62,11.7,0.11000000000000121,0.10000000000000142,0.02000000000000135,-1.0232795844191476,-2.4014522483616543,-14.785301277369475,9.999999999999787,89.99999999999986,80.00000000000007,1.3781726639425067,13.762021692950327
007979fa-f0aa-4491-b9a8-a8c7f554cd65,7.24,True,7.15,7.15,7.2,0.08999999999999986,0.08999999999999986,0.040000000000000036,-22.294726061279466,-22.294726061279466,-26.102950533254244,0.0,49.99999999999982,49.99999999999982,0.0,3.8082244719747784
007986fc-2424-444d-bc48-981d92406ac0,11.2745,False,10.28,10.65,10.4,0.9945000000000004,0.6244999999999994,0.8744999999999994,17.688439223123414,-31.907888275839667,-7.106109053712204,370.000000000001,120.000000000001,250.0,49.59632749896308,24.794548276835616
